address,advertiser_id,advertiser_name,age,bath_amnt,bed_amnt,bed_ratio,covered_ratio,covered_surface,covered_surface_unit,currency,date_extracted,date_published,description,disposition,district,features,garage_amnt,is_finished_property,is_new_property,is_studio_apartment,land_ratio,land_surface,land_surface_unit,latitude,listing_age,listing_id,longitude,luminosity,maintenance_fee,maintenance_fee_currency,neighborhood,orientation,price,price_control,property_group,property_type,province,reconstructed_land_surface,reconstructed_land_surface_unit,reconstructed_total_surface,reconstructed_total_surface_unit,response,room_amnt,room_ratio,site,site_abbreviation,title,toilete_amnt,total_ratio,total_surface,total_surface_unit,transaction,uncovered_surface,uncovered_surface_unit,url,year_built
Calle 500 2875 (entre 23 Y 24),349212041,CENTURY 21 MITOFF,0,2,3,83333.33333333333,1190.4761904761904,210,m²,USD,"Sun, 25 Sep 2022 19:34:00 GMT","Tue, 14 Jun 2022 18:52:41 UTC","Casa en venta de tres dormitorios en Gonnet. Descubre cada detalle en su visita virtual y viví una experiencia única.




La información gráfica, escrita e imágenes en el presente aviso son ilustrativas y a título estimativo. Las mismas no forman parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido.",,La Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': True, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Gas natural': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Línea telefónica': False, 'Dormitorios': '3', 'Superficie cubierta': '210 m²', 'Cantidad de pisos': '3', 'Baños': '2', 'Expensas': '0 ARS', 'Cocheras': '1', 'Antigüedad': '0 años', 'Ambientes': '6', 'Superficie total': '0 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': False, 'Lavadero': False, 'Condición del ítem': 'Nuevo', 'Tour virtual': True}",1,,True,False,,,,-34.89067,Publicado hace 103 días,MLA1142485678,-58.021313,,0,,Manuel B. Gonnet,,250000,True,Casa,Casa,Bs.As. G.B.A. Sur,,,,,,6,41666.666666666664,mercadolibre,ML,Casa - Manuel B Gonnet,,,0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1142485678,
José Ingenieros 00,711948612,,,,,,,,,USD,"Sun, 25 Sep 2022 19:34:00 GMT","Wed, 03 Aug 2022 00:51:04 UTC","Terreno en venta en Las Malvinas, General Rodríguez. 

Sobre calle José Ingenieros, entre Alfonsina Storni y José Hernández.
Ubicación estratégica, a media cuadra de Ruta 7 y a una cuadra de la Estación de tren. Zona residencial y comercial. Sin expensas. 

Medidas 15 x 32 m2. 

Con escritura. Impuestos al día. 

Venta dueño directo, sin comisiones. Posibilidad de financiación.",,General Rodríguez,"{'Cloaca': False, 'Luz eléctrica': False, 'Forestación': False, 'Gas natural': False, 'Agua corriente': False, 'Seguridad 24 horas': False, 'Acceso': 'Otro', 'Metros de fondo': '32 m', 'Forma del terreno': 'Regular', 'Metros de frente': '15 m', 'Superficie total': '487 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Usado', 'Tour virtual': False}",,,False,,,,,-34.614857,Publicado hace 53 días,MLA1149426140,-58.921814,,,,General Rodríguez,,25000,True,Terreno,Terreno,Buenos Aires Interior,,,,,,,,mercadolibre,ML,Terreno En Venta Las Malvinas General Rodríguez Financiación,,51.3347022587269,487,m²,Venta,,,https://api.mercadolibre.com/items/MLA1149426140,
El Escondido 823,17034191,,10.0,5,4,103875.0,1038.75,400,m²,USD,"Sun, 25 Sep 2022 19:34:00 GMT","Wed, 14 Sep 2022 14:44:15 UTC","VENTA de CASA QUINTA 
por VIAJE

Ruta 8 km 73 - Barrio Residencial - EL REMANSO
Exaltación de la Cruz 

De la ruta estamos a 8 cuadras donde están todos los comercios.

Terreno de 2000 mts.
2 Casas:
Casa de Adelante: para 7 personas 
Casa de Atrás: para 8 Personas

SIN EXPENSAS

Casa de Adelante:
PB: Living Comedor, 2 cocinas, 1 baño completo y 1 toilette, estufa y aire frio calor, con hermosa chimenea, diván cama para dos personas y Parrilla.
1er Piso:
Dormitorio principal con somier, aire acondicionado y calefacción.- 
1 baño completo
Dormitorio secundario tiene 3 somier de plaza y media.-
Total 3 baños

Casa de Atrás:
PB, Amplio Living Comedor con hermosa chimenea y Aire Frio Calor
Quichinet
Cocina a terminar
Amplio Baño con 2 duchas
1er piso:
2 Dormitorios con aire frio calor, placard, 1 baño con hidromasaje y baulera

Las casas se Venden Totalmente Amobladas

Mucho terreno y arboles frutales. 

La pileta mide 10 mts * 6 mts y de profundidad, desde 0.80 cm a 2.00 m.
La misma cuenta con : Bomba, Ionizador y Filtro.-",,Exaltación de la Cruz,"{'Condición del ítem': 'Usado', 'Dormitorio en suite': False, 'Comedor': True, 'Vestidor': False, 'Parrilla': True, 'Toilette': True, 'Cocina': True, 'Living': True, 'Dependencia de servicio': False, 'Patio': True, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Cloaca': True, 'Luz eléctrica': True, 'Gas natural': True, 'Caballeriza': False, 'Agua corriente': True, 'Línea telefónica': True, 'Aire acondicionado': True, 'Cancha de básquetbol': False, 'Cancha de fútbol': False, 'Calefacción': True, 'Chimenea': True, 'Acceso a internet': True, 'Jacuzzi': True, 'Cancha de paddle': False, 'Área de juegos infantiles': False, 'Seguridad 24 horas': False, 'Pileta': True, 'Cancha de tenis': False, 'Dormitorios': '4', 'Horario de contacto': '10.00 a 19.00', 'Superficie cubierta': '400 m²', 'Baños': '5', 'Acceso': 'Tierra', 'Forma del terreno': 'Plano', 'Expensas': '1 ARS', 'Cocheras': '2', 'Distancia al asfalto': '5 km', 'Antigüedad': '10 años', 'Ambientes': '7', 'Superficie total': '2000 m²', 'Bodegas': '0', 'Operación': 'Venta', 'Inmueble': 'Quinta', 'TV por cable': False, 'Lavadero': False, 'Tour virtual': False}",2,True,False,False,207.75,,,-34.391033,Publicado hace 11 días,MLA1168298610,-59.07629,,1,ARS,El Remanso,,415500,True,Casa,Quinta,Buenos Aires Interior,2000,m²,,,,7,59357.142857142855,mercadolibre,ML,Casa Quinta (2) En Terreno De 2000 M2,,207.75,2000,m²,Venta,,,https://api.mercadolibre.com/items/MLA1168298610,2012.0
Country Grand Bell 290,349212041,KEYMEX CITY BELL,0,3,3,533333.3333333334,2285.714285714286,700,m²,USD,"Sun, 25 Sep 2022 19:34:00 GMT","Wed, 05 Jan 2022 21:45:12 UTC","Casa en venta de 3 dormitorios en City Bell. Descubrí cada detalle en su visita virtual y viví una experiencia única.






La información gráfica, escrita e imágenes en el presente aviso son ilustrativas y a título estimativo. Las mismas no forman parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido.",,La Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': True, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Gas natural': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Línea telefónica': False, 'Dormitorios': '3', 'Superficie cubierta': '700 m²', 'Cantidad de pisos': '3', 'Baños': '3', 'Expensas': '0 ARS', 'Cocheras': '5', 'Antigüedad': '0 años', 'Ambientes': '14', 'Superficie total': '0 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': False, 'Lavadero': False, 'Condición del ítem': 'Nuevo', 'Tour virtual': True}",5,,True,False,,,,-34.906384,Publicado hace 262 días,MLA1118500165,-58.068115,,0,,City Bell,,1600000,True,Casa,Casa,Bs.As. G.B.A. Sur,,,,,,14,114285.71428571429,mercadolibre,ML,Casa - City Bell,,,0,m²,Venta,,,https://api.mercadolibre.com/items/MLA1118500165,
El Nacional Club de Campo,238544139,,,4,3,166666.66666666666,1666.6666666666667,300,m²,USD,"Sun, 25 Sep 2022 19:34:00 GMT","Sat, 10 Apr 2021 18:31:28 UTC","2 lotes centrales de 1250,29 m2 c/u, cada uno equipado con domotica y energía solar.

Casa de 2 plantas edificada sobre un lote 
Superficie cubierta: 302,40 m2
Superficie semi-cubierta: 60,28 m2

Planta baja: amplio y luminoso living, comedor, playroom y sala de estar, vanitory, cocina comedor con vista al parque, lavadero y deposito de mercadería, baño exterior completo, dormitorio de servicio, entrada para auto, galería con parrilla, piscina revestida en venecitas con jacuzzi.

Planta alta: 3 habitaciones con vestidor, baño con ante baño, amplia suite con vestidor y baño con jacuzzi y ducha escocesa, terraza con vista al parque.

Lote con excelente forestación",,General Rodríguez,"{'Dormitorios': '3', 'Superficie cubierta': '300 m²', 'Baños': '4', 'Cocheras': '1', 'Ambientes': '4', 'Superficie total': '2500 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Condición del ítem': 'Usado', 'Tour virtual': False}",1,,False,False,200.0,,,-34.648064,Publicado hace 533 días,MLA915611212,-58.966774,,,,,,500000,True,Casa,Casa,Buenos Aires Interior,2500,m²,,,,4,125000.0,mercadolibre,ML,Casa En Venta En Rodriguez,,200.0,2500,m²,Venta,,,https://api.mercadolibre.com/items/MLA915611212,
biarritz 3863. Entre San jose de flores y 11 de septiembre,172087975,ROCCHIO PROPIEDADES,3.0,2,2,57500.0,1493.5064935064936,77,m²,USD,"Sun, 25 Sep 2022 19:34:01 GMT","Mon, 17 May 2021 20:01:19 UTC","Casa en Jose Leon Suarez, General San Martín

HERMOSA CASA 3 AMBIENTES TIPO PH REFACCIONADO INTEGRAMENTE A NUEVO

EN PLANTA BAJA: CUENTA CON ENTRADA INDEPENDIENTE - HALL DE RECEPCION - GRAN LIVING COMEDOR DIARIO - COCINA COMPLETA CON MUEBLES BAJOS Y ALACENAS CON BARRA DESAYUNADORA - AMPLIO DORMITORIO EN SUITE CON VESTIDOR - LAVADERO INDEPENDIENTE TOTALMENTE EQUIPADO - TOILETTE.

EN PLANTA ALTA: SEGUNDO DORMITORIO - GRAN TERRAZA CON PARRILLA.

EL INMUEBLE CUENTA CON EXCELENTES TERMINACIONES - Y MATERIALES DE PRIMERA CALIDAD.

RAMAL CLOACAL INSTALADO CON 3 CAMARAS, CON CONEXION A UN FUTURO BAÑO EN PLANTA ALTA. CUENTA CON TERMOTANQUE ELECTRICO DOBLE VALBULA CON RECUPERO RAPIDO ULTIMA GENERACION. INSTALACION ELECTRICA INDEPENDIENTE SECTOR PISO A SECTOR ILUMINACION. PARA NO OCACIONAR PROBLEMAS DE TENCION EL SECTOR COSINA CUENTA CON SU JABALINA PROPIA PARA EL CUIDADO DE LOS ARTEFACTOS. TABLERO ELECTRICO DESVINCULADO EL SECTOR PLANTA ALTA, PLANTA BAJA, SECTOR COSINA Y SECTOR LAVADERO. LOS MISMOS CUENTAN CON SUS LLAVES TERMICAS Y DIYUNTORES. PLANTA ALTA Y PLANTA BAJA SE ENCUENTRAN EQUIPADOS CON AIRE FRIO CALOR. EL PASILLO ENTRADA INDEPENDIENTE CUENTA CON PORTERO ELECTRICO. SECTOR LAVADERO SE ENCUENTRA TECHADO CON ACRILICO TRANSPARENTE DE ALTO IMPACTO. TODO EL EQUIPAMIENTO DE LUCES INTERIOR Y EXTERIOR ES LED. TODO LOS SECTORES DE AGUA FRIO Y CALIENTE DEL INTERIOR Y EXTERIOR DE LA CASA SE REALIZARON CON TERMO FUCION CON SUS LLAVES DE PASO CORRESPONDIENTES.

XINTEL(ROC-ROC-2738)",,General San Martín,"{'Jardín': False, 'Toilette': False, 'Apto profesional': True, 'Apto crédito': True, 'Tipo de propiedad': 'Casa sola', 'Dormitorios': '2', 'Superficie cubierta': '77 m²', 'Orientación': 'Este', 'Cantidad de pisos': '2', 'Baños': '2', 'Tipo de casa': 'Ph', 'Expensas': '0 ARS', 'Cocheras': '0', 'Antigüedad': '3 años', 'Ambientes': '3', 'Superficie total': '117 m²', 'Bodegas': '0', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Condición del ítem': 'Usado', 'Tour virtual': False}",0,True,False,False,982.9059829059829,,,-34.546734,Publicado hace 495 días,MLA921156324,-58.577564,,0,,Villa José León Suárez,Este,115000,True,Casa,Casa,Bs.As. G.B.A. Norte,117,m²,,,,3,38333.333333333336,mercadolibre,ML,Casa En Venta En Jose Leon Suarez,,982.9059829059829,117,m²,Venta,,,https://api.mercadolibre.com/items/MLA921156324,2019.0
Garay 400,196355330,CRISTOFORI DANIEL,,1,2,42500.0,720.3389830508474,118,m²,USD,"Sun, 25 Sep 2022 19:34:01 GMT","Tue, 31 Aug 2021 13:45:33 UTC","El lote se conforma de 9,17 mts. por Garay, 6,22 mts. de ochava, contrafrente 12,60 mts. y en su costado 20 mts.
Tiene un departamento de dormitorio y baño independiente a la casa.
Posee 2 split frío/calor.    OPORTUNIDAD..-",,Hurlingham,"{'Dormitorios': '2', 'Superficie cubierta': '118 m²', 'Baños': '1', 'Cocheras': '1', 'Ambientes': '3', 'Superficie total': '249 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Condición del ítem': 'Usado', 'Tour virtual': False}",1,,False,False,341.36546184738955,,,-34.600117,Publicado hace 390 días,MLA1100609432,-58.622974,,,,Hurlingham,,85000,True,Casa,Casa,Bs.As. G.B.A. Oeste,249,m²,,,,3,28333.333333333332,mercadolibre,ML,Casa En Venta Cond En Parque Quirno,,341.36546184738955,249,m²,Venta,,,https://api.mercadolibre.com/items/MLA1100609432,
Atuel  900,410996195,Marcelo Russo Propiedades,,4,3,90000.0,981.8181818181819,275,m²,USD,"Sun, 25 Sep 2022 19:34:00 GMT","Sun, 08 Sep 2019 23:10:23 UTC","CHALET 6 AMBIENTES c/ PISCINA & QUINCHO - Bº INGLÉS.

Planta Baja: Living piso porcellanato c/ Hogar, Estudio piso porcellanato, Toilette de recepción, Cocina c/ Anafe, Horno empotrado y Barra desayunadora, Comedor Diario piso porcellanato, 2º Toilette, Lavadero cubierto, Cochera descubierta para 1 auto y Garaje cubierto para 1 auto, Parque Libre 10 x 20 Mts., c/ Piscina de 3 x 6 Mts., Quincho semi cubierto o Galería, Quincho al fondo c/ Parrilla, Baño y Cuarto de enseres.

Planta Alta: 3 Dormitorios c/ placards, ( 2 c/ pisos parquet de pinotea y 1 c/ piso de madera flotante y balcón a la calle ), Baño principal.

Observaciones: Chalet en buen estado general, ubicado en el corazón de Bº Inglés. 

FINANCIA DUEÑO - CONSULTE. ( www.marcelorussoprop.com.ar - Código 2105 )

RETASADO - REAL OPORTUNIDAD!

Servicios:

Gas",,Hurlingham,"{'Altillo': False, 'Balcón': False, 'Dormitorio en suite': False, 'Placards': True, 'Comedor': True, 'Vestidor': False, 'Jardín': True, 'Parrilla': True, 'Toilette': True, 'Cocina': True, 'Living': True, 'Dependencia de servicio': True, 'Patio': False, 'Playroom': False, 'Estudio': True, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': False, 'Portón automático': False, 'Gimnasio': False, 'Calefacción': False, 'Chimenea': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Gas natural': True, 'Seguridad 24 horas': False, 'Pileta': True, 'Línea telefónica': False, 'Dormitorios': '3', 'Superficie cubierta': '275 m²', 'Cantidad de pisos': '2', 'Baños': '4', 'Tipo de casa': 'Casa', 'Cocheras': '3', 'Ambientes': '4', 'Superficie total': '400 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': False, 'Lavadero': False, 'Propiedad en remate': False, 'Código de la propiedad': '543321', 'Tour virtual': False}",3,,False,False,675.0,,,-34.598343,Publicado hace 1112 días,MLA813621150,-58.63079,,,,Hurlingham,,270000,True,Casa,Casa,Bs.As. G.B.A. Oeste,400,m²,,,,4,67500.0,mercadolibre,ML,Chalet 5 Ambientes C/ Piscina & Quincho,,675.0,400,m²,Venta,,,https://api.mercadolibre.com/items/MLA813621150,
Diag 73  2°,459677194,Grams Propiedades,8.0,1,2,36500.0,924.0506329113924,79,m²,USD,"Sun, 25 Sep 2022 19:34:01 GMT","Mon, 25 Oct 2021 17:50:45 UTC","Departamento en venta ubicado en Diag. 73 e/ 4 y 5 desarrollado al frente en un segundo piso por escalera.
Cuenta con 79m2 totales distribuidos en hall de ingreso, amplio living comedor, cocina separada con muebles bajo y sobre mesada, baño completo con bañera, pasillo distribuidor amplio con lugar de guardado y dos dormitorios, el principal con placard y salida a balcón terraza por puerta corrediza. 

Posee balcón al frente y balcón terraza al contrafrente con lugar de asoleamiento y parrilla. Excelente estado general, muy buena calidad constructiva (aberturas de aluminio, grifería de primera marca, muebles a medida, marcos de madera, etc.). Bajas expensas

Consulte por posibilidad de permuta por depto de menor valor, o financiación.

Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario a la inmobiliaria que publica el anuncio y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda

Servicios:

Gas, Pavimento

Características:

Solarium",,La Plata,"{'Condición del ítem': 'Usado', 'Balcón': True, 'Dormitorio en suite': False, 'Desayunador': False, 'Placards': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': True, 'Toilette': False, 'Cocina': False, 'Lavadero': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Roof garden': False, 'Estudio': False, 'Terraza': True, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Caldera': False, 'Business center': False, 'Área de cine': False, 'Cisterna': False, 'Laundry': False, 'Estacionamiento para visitantes': False, 'Gimnasio': False, 'Calefacción': False, 'Chimenea': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Ascensor': False, 'Salón de usos múltiples': False, 'Gas natural': True, 'Salón de fiestas': False, 'Área de juegos infantiles': False, 'Seguridad 24 horas': True, 'Pileta': False, 'Agua corriente': True, 'Línea telefónica': True, 'Cancha de tenis': False, 'Dormitorios': '2', 'Superficie cubierta': '79 m²', 'Disposición': 'Frente', 'Cantidad de pisos': '1', 'Baños': '1', 'Expensas': '1800 ARS', 'Cocheras': '0', 'Antigüedad': '8 años', 'Ambientes': '3', 'Superficie total': '79 m²', 'Número de piso de la unidad': '2', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Tour virtual': False}",0,True,False,False,,,,-34.92053,Publicado hace 335 días,MLA1109668812,-57.93636,,1800,ARS,,,73000,True,Departamento,Departamento,Bs.As. G.B.A. Sur,,,,,,3,24333.333333333332,mercadolibre,ML,"Venta De Departamento 2 Dormitorios, La Plata",,924.0506329113924,79,m²,Venta,,,https://api.mercadolibre.com/items/MLA1109668812,2014.0
Miralagos Ruta 2 km 65,260366578,Falcioni Bienes Inmuebles,3.0,3,3,93333.33333333333,1647.0588235294117,170,m²,USD,"Sun, 25 Sep 2022 19:34:01 GMT","Thu, 21 Jul 2022 14:07:40 UTC","VENTA DE CASA EN MIRALAGOS, ubicada en Miralagos Club de Campo, Golf &amp; spa Spa, barrio cerrado con una infraestructura única, en un entorno natural maravilloso con una frondosa forestación de árboles y arbustos que junto a sus lagos y lagunas habitados por una variada fauna silvestre que convive con los vecinos en armonía, hacen del country un lugar ideal para vivir o para disfrutar los fines de semana y recuperar la calidad de vida perdida en la hostilidad de la ciudad.

La vivienda, desarrollada toda en planta baja, sobre un lote propio de 1067m2, con un estilo arquitectónico moderno, de 220m2 muy bien construidos , con los mejores materiales, logrando una casa sencilla de mantener, muy bien distribuida, luminosa y ventilada, compuesta de un gran volumen donde se integran la cocina muy bien equipada, el comedor y el estar con una muy buena comunicación con otro ambiente tipo quincho con parrilla, un toilette que asiste a estos sectores más sociales y el lavadero separado; y en otro sector más privado los dos dormitorios con placares y el baño completo. En el jardín el sector de la piscina, con solario y un baño con ducha tipo vestuario que lo asiste. LA PISCINA TIENE CLIMATIZACION solar !!!

El bello jardín todo parquizado, arbolado, con sistema automático de riego por aspersores. 

la casa tiene grupo electrógeno instalado a la red de gas natural

Recomendamos nuestro recorrido virtual 360o para no perderse detalles de esta hermosa casa que ofrecemos.!!!",,La Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': True, 'Parrilla': True, 'Toilette': True, 'Cocina': True, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': True, 'Alarma': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': True, 'Jacuzzi': False, 'Gas natural': True, 'Seguridad 24 horas': False, 'Pileta': True, 'Línea telefónica': True, 'Dormitorios': '3', 'Superficie cubierta': '170 m²', 'Cantidad de pisos': '1', 'Baños': '3', 'Expensas': '30000 ARS', 'Cocheras': '2', 'Antigüedad': '3 años', 'Ambientes': '5', 'Superficie total': '1067 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': True, 'Lavadero': True, 'Condición del ítem': 'Usado', 'Tour virtual': True}",2,True,False,False,262.41799437675724,,,-35.100258,Publicado hace 66 días,MLA1147681149,-58.077305,,30000,ARS,La Plata,,280000,True,Casa,Casa,Bs.As. G.B.A. Sur,1067,m²,,,,5,56000.0,mercadolibre,ML,Venta Casa - Club Miralagos,,262.41799437675724,1067,m²,Venta,,,https://api.mercadolibre.com/items/MLA1147681149,2019.0
"Ruta 2 km 65, Lote 205",260366578,Falcioni Bienes Inmuebles,10.0,4,7,82857.14285714286,1920.5298013245033,302,m²,USD,"Sun, 25 Sep 2022 19:34:01 GMT","Thu, 04 Aug 2022 12:15:06 UTC","Preciosa casa de ESTILO TOSCANO en Haras del Sur 1, con un jardín soñado parquizado por profesionales 
Desarrollada sobre un lote de terreno con una superficie total de 1577, construida en dos plantas

En su planta baja: el ingreso a un hall de recepción, el estar con estufa hogar, el comedor principal, una oficina o cuarto dormitorio, un baño social toilette, la cocina comedor diario, lavadero separado  con buena comunicación con la cocina y una habitación de servicio con su baño.
Planta Alta: El dormitorio principal con baño en suite y vestidor y 3 amplios dormitorios secundarios con un segundo compartimentado baño que los asiste, en un tercer nivel un espacio multi uso que puede funcionar muy bien como dormitorio sala de juegos u otros destinos.

La piscina de forma orgánica que junto a la zona húmeda y un detalle en piedra con una cascada, brindando una estética acorde al paisaje y un espacio en modo relax.",,La Plata,"{'Altillo': False, 'Balcón': False, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': True, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': True, 'Apto crédito': True, 'Aire acondicionado': True, 'Alarma': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': True, 'Jacuzzi': True, 'Gas natural': True, 'Seguridad 24 horas': False, 'Pileta': True, 'Línea telefónica': True, 'Dormitorios': '7', 'Superficie cubierta': '302 m²', 'Cantidad de pisos': '0', 'Baños': '4', 'Expensas': '18000 ARS', 'Cocheras': '2', 'Antigüedad': '10 años', 'Ambientes': '9', 'Superficie total': '1577 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': True, 'Lavadero': False, 'Condición del ítem': 'Usado', 'Tour virtual': True}",2,True,False,False,367.7869372225745,,,-35.124367,Publicado hace 52 días,MLA1149596378,-58.05506,,18000,ARS,Haras del Sur,,580000,True,Casa,Casa,Bs.As. G.B.A. Sur,1577,m²,,,,9,64444.444444444445,mercadolibre,ML,Venta Casa  - Haras Del Sur,,367.7869372225745,1577,m²,Venta,,,https://api.mercadolibre.com/items/MLA1149596378,2012.0
Pizzurno  al 600,345234414,Analia Fernandez,15.0,1,3,56666.666666666664,1172.4137931034484,145,m²,USD,"Sun, 25 Sep 2022 19:34:00 GMT","Wed, 15 Jun 2022 20:30:38 UTC","Tríplex sobre un lote de 5Mts de frente  x 23.13Mts de fondo.
PB: Portón corredizo de reja automatizado, Amplio garage. Living con ventanal al frente,  toilette de recepción. Cocina /comedor diario equipada con  mesada, bajo mesada,  alacenas  y desayunador todo en madera. Amplio comedor diario integrado con puerta y ventanal a galería. Lavadero.  Amplio patio con importante parrilla.
PA:  Acceso por escalera de madera (con un descanso que tiene una biblioteca) hacia   tres dormitorios, el principal con piso flotante, importante vestidor, los otros dos dormitorios con piso alfombrado . Baño completo. Cuarto dormitorio y/o playroom.
IMPECABLE!!!








    

Ref 2088",,Hurlingham,"{'Altillo': True, 'Balcón': False, 'Comedor': True, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': True, 'Cocina': True, 'Living': True, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Alarma': False, 'Gimnasio': False, 'Calefacción': False, 'Acceso a internet': True, 'Jacuzzi': False, 'Gas natural': True, 'Seguridad 24 horas': False, 'Pileta': False, 'Línea telefónica': True, 'Dormitorios': '3', 'Superficie cubierta': '145 m²', 'Cantidad de pisos': '2', 'Baños': '1', 'Expensas': '0 ARS', 'Cocheras': '1', 'Antigüedad': '15 años', 'Ambientes': '5', 'Superficie total': '145 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': True, 'Lavadero': True, 'Condición del ítem': 'Usado', 'Tour virtual': False}",1,True,False,False,,,,-34.600758,Publicado hace 101 días,MLA1142736146,-58.6291,,0,,,,170000,True,Casa,Casa,Bs.As. G.B.A. Oeste,,,,,,5,34000.0,mercadolibre,ML,Departamento - Hurlingham,,1172.4137931034484,145,m²,Venta,,,https://api.mercadolibre.com/items/MLA1142736146,2007.0
